                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.19827,                0.19485,                0.84839,                0.99846,                0.76608,                0.82923,                0.82058,                0.84589,                0.84713,                 1.4648,             0.00035382,             0.00035382,             0.00035382
                    154,                0.21238,                0.19853,                 0.8382,                0.99681,                0.77609,                0.82602,                0.82407,                0.81319,                0.87752,                 1.4494,             0.00034675,             0.00034675,             0.00034675
                    155,                0.18289,                0.17189,                0.84014,                0.98763,                0.77432,                0.81903,                0.81857,                 0.8683,                 0.8595,                  1.567,             0.00033967,             0.00033967,             0.00033967
                    156,                0.18903,                0.17307,                0.84172,                0.95224,                0.77361,                0.81985,                0.81181,                0.87999,                 1.0313,                 1.6099,              0.0003326,              0.0003326,              0.0003326
                    157,                0.20572,                 0.1901,                0.86002,                 0.9154,                0.76528,                0.81547,                0.80791,                0.90793,                 1.1577,                 1.6314,             0.00032553,             0.00032553,             0.00032553
                    158,                 0.1832,                0.18377,                0.84537,                0.91354,                0.76528,                0.81118,                0.80156,                0.93238,                 1.1623,                 1.6834,             0.00031845,             0.00031845,             0.00031845
                    159,                0.19649,                 0.1804,                 0.8475,                0.96452,                0.76528,                0.80619,                0.80193,                0.93243,                0.98932,                 1.6496,             0.00031138,             0.00031138,             0.00031138
                    160,                 0.1905,                0.17652,                0.84016,                 0.9697,                0.76528,                0.82274,                0.81132,                0.90712,                0.95431,                 1.5856,             0.00030431,             0.00030431,             0.00030431
                    161,                0.19076,                0.17569,                0.85011,                0.99076,                0.76528,                0.81614,                  0.804,                0.92887,                0.94609,                  1.589,             0.00029723,             0.00029723,             0.00029723
                    162,                0.18641,                0.17583,                0.84913,                0.99441,                0.76528,                0.80832,                0.80294,                0.89562,                0.92373,                 1.5669,             0.00029016,             0.00029016,             0.00029016
                    163,                0.18176,                 0.1756,                0.84742,                0.98718,                0.76528,                0.80845,                0.80358,                0.89694,                0.95364,                 1.5999,             0.00028308,             0.00028308,             0.00028308
                    164,                0.18583,                0.17691,                0.82606,                0.99397,                0.76528,                0.81865,                0.81163,                0.83769,                0.89076,                 1.5255,             0.00027601,             0.00027601,             0.00027601
                    165,                0.18096,                  0.177,                0.84454,                0.99204,                0.76528,                0.81206,                0.80377,                0.83235,                0.91816,                 1.5231,             0.00026894,             0.00026894,             0.00026894
                    166,                0.19311,                0.18331,                0.83977,                0.99496,                0.76528,                0.81017,                0.80403,                0.82573,                 0.9268,                 1.5198,             0.00026186,             0.00026186,             0.00026186
                    167,                0.18899,                0.18349,                0.84332,                0.99713,                0.76528,                0.81522,                0.81167,                0.83528,                0.91805,                 1.5378,             0.00025479,             0.00025479,             0.00025479
                    168,                0.19242,                0.18296,                0.84799,                0.99698,                0.76528,                0.81863,                0.81329,                0.84366,                0.94382,                 1.5412,             0.00024772,             0.00024772,             0.00024772
                    169,                0.18253,                0.18043,                0.85384,                0.99726,                0.76528,                0.81667,                0.81334,                0.81383,                0.93539,                 1.5176,             0.00024064,             0.00024064,             0.00024064
                    170,                0.17801,                0.18599,                0.84069,                0.99396,                0.77234,                0.81005,                0.79465,                0.81113,                0.90162,                 1.5223,             0.00023357,             0.00023357,             0.00023357
                    171,                0.17751,                0.17384,                0.83798,                0.99193,                0.76528,                0.80611,                0.80265,                0.82602,                0.88005,                 1.5699,              0.0002265,              0.0002265,              0.0002265
                    172,                 0.1765,                0.16808,                0.83932,                0.99375,                0.76528,                0.81236,                0.81236,                0.85645,                0.92106,                 1.5964,             0.00021942,             0.00021942,             0.00021942
                    173,                0.17347,                0.17356,                0.83981,                0.99624,                0.76528,                0.81586,                0.81365,                0.82992,                0.93154,                 1.5456,             0.00021235,             0.00021235,             0.00021235
                    174,                0.18512,                0.17818,                0.85399,                0.99757,                0.76528,                0.82141,                0.81763,                0.81804,                0.96615,                 1.5088,             0.00020528,             0.00020528,             0.00020528
                    175,                0.17829,                0.17116,                0.83842,                0.99745,                0.76528,                0.82832,                0.82086,                0.80248,                0.97039,                 1.4715,              0.0001982,              0.0001982,              0.0001982
                    176,                0.18322,                 0.1726,                0.84715,                0.99738,                0.76528,                0.82513,                0.81726,                0.81994,                0.99356,                 1.4952,             0.00019113,             0.00019113,             0.00019113
                    177,                0.16943,                0.15826,                0.83299,                0.99761,                0.76528,                0.82378,                0.81658,                0.81273,                0.99869,                 1.4915,             0.00018406,             0.00018406,             0.00018406
                    178,                0.16976,                0.16704,                0.83172,                0.99856,                0.76585,                0.82766,                0.82298,                0.80886,                0.96284,                 1.5033,             0.00017698,             0.00017698,             0.00017698
                    179,                0.16692,                0.16763,                0.83306,                0.99085,                0.77284,                0.83074,                0.82482,                0.83648,                0.94308,                 1.5373,             0.00016991,             0.00016991,             0.00016991
                    180,                0.16415,                 0.1644,                0.82857,                0.99159,                0.77279,                0.83078,                0.82569,                0.83335,                0.93284,                 1.5451,             0.00016283,             0.00016283,             0.00016283
                    181,                0.16365,                0.16216,                0.83927,                0.99756,                0.76528,                0.82082,                0.82082,                0.84323,                0.93947,                 1.5604,             0.00015576,             0.00015576,             0.00015576
                    182,                 0.1709,                0.16459,                0.83351,                0.99142,                0.77026,                0.83874,                0.83096,                0.85162,                0.94126,                 1.5677,             0.00014869,             0.00014869,             0.00014869
                    183,                  0.166,                0.16258,                 0.8483,                0.99784,                0.76528,                0.83518,                0.83441,                0.84923,                0.94332,                  1.577,             0.00014161,             0.00014161,             0.00014161
                    184,                0.17592,                0.16719,                0.84692,                0.99789,                0.76528,                0.82802,                0.82612,                0.83715,                0.93316,                 1.5598,             0.00013454,             0.00013454,             0.00013454
                    185,                0.15435,                0.15108,                0.82409,                0.99762,                0.76528,                0.82611,                0.82611,                0.83808,                0.94641,                 1.5601,             0.00012747,             0.00012747,             0.00012747
                    186,                0.15912,                0.16114,                0.85221,                0.99798,                0.76528,                0.83178,                0.82667,                0.84262,                 0.9417,                 1.5661,             0.00012039,             0.00012039,             0.00012039
                    187,                0.16125,                0.15962,                0.84043,                0.99765,                0.76528,                0.83217,                0.82633,                0.83115,                0.93539,                 1.5568,             0.00011332,             0.00011332,             0.00011332
                    188,                0.16609,                0.16228,                0.84064,                0.99685,                0.76528,                 0.8352,                0.83414,                0.82189,                0.93789,                 1.5498,             0.00010625,             0.00010625,             0.00010625
                    189,                0.16758,                0.16172,                0.84761,                0.99626,                0.76528,                0.83247,                0.83247,                0.83114,                0.96764,                 1.5751,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.15309,                0.15383,                0.82081,                0.99659,                0.76528,                0.83632,                0.83432,                0.80841,                0.95229,                 1.5277,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.18737,                0.15131,                0.79752,                0.99283,                0.76528,                0.82422,                0.82371,                0.80771,                0.97371,                 1.5322,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.18103,                0.15058,                 0.8126,                0.99655,                0.76528,                0.82759,                0.82759,                0.79183,                0.90164,                 1.5084,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.18138,                0.14807,                0.80209,                0.99744,                0.76528,                 0.8284,                0.82549,                0.79091,                0.88221,                 1.5143,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.17941,                0.15056,                0.80493,                 0.9913,                0.77292,                0.83082,                0.82886,                0.78101,                   0.88,                 1.5161,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.17489,                0.14326,                0.80019,                0.99643,                0.77361,                0.83025,                0.83025,                0.77311,                0.86631,                 1.5078,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.17674,                0.14313,                0.78708,                0.99586,                0.77311,                0.83118,                 0.8296,                0.76139,                0.86181,                 1.4982,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.18203,                0.15665,                0.79913,                0.99595,                0.77208,                 0.8299,                0.82926,                0.75959,                0.86799,                 1.4967,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.17635,                0.14538,                0.80995,                0.99559,                0.76528,                0.83138,                0.83043,                 0.7628,                0.88678,                 1.4951,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.16767,                0.13584,                0.80439,                0.99568,                0.76528,                0.84085,                0.84002,                0.76232,                0.88662,                 1.4922,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.16273,                0.13565,                0.80683,                0.99593,                0.76528,                0.84307,                0.84226,                0.77426,                0.89787,                 1.5043,             2.1364e-05,             2.1364e-05,             2.1364e-05
